id,Z-0_MA_AA,Z-1_MA_AA,Z-2_MA_AA,Z-3_MA_AA,Z-4_MA_AA,Z-5_MA_AA,Z-6_MA_AA,I-0_MA_AA,I-1_MA_AA,I-2_MA_AA,I-3_MA_AA,I-4_MA_AA,I-5_MA_AA,I-6_MA_AA,T-0_MA_AA,T-1_MA_AA,T-2_MA_AA,T-3_MA_AA,T-4_MA_AA,T-5_MA_AA,T-6_MA_AA,S-0_MA_AA,S-1_MA_AA,S-2_MA_AA,S-3_MA_AA,S-4_MA_AA,S-5_MA_AA,S-6_MA_AA,chi-0_MA_AA,chi-1_MA_AA,chi-2_MA_AA,chi-3_MA_AA,chi-4_MA_AA,chi-5_MA_AA,chi-6_MA_AA
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,5929.0,2233.0,2849.0,1925.0,154.0,0.0,0.0,1.0,4.0,6.0,14.0,2.0,0.0,0.0,16.0,40.0,80.0,72.0,8.0,0.0,0.0,1.988,3.835,6.148,7.276,0.874,0.0,0.0,4.84,27.742,34.738,70.378,9.68,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,5929.0,2464.0,2926.0,2926.0,539.0,0.0,0.0,1.0,5.0,7.0,11.0,7.0,0.0,0.0,25.0,70.0,90.0,110.0,35.0,0.0,0.0,1.988,5.09,6.585,7.67,3.06,0.0,0.0,4.84,30.206,39.578,59.048,33.88,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,3234.0,3003.0,2618.0,616.0,0.0,0.0,1.0,6.0,6.0,14.0,8.0,0.0,0.0,36.0,96.0,120.0,144.0,48.0,0.0,0.0,1.988,5.922,6.091,8.488,3.497,0.0,0.0,4.84,39.732,36.894,70.84,38.72,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929.0,4851.0,2849.0,2079.0,154.0,0.0,0.0,1.0,4.0,6.0,15.0,2.0,0.0,0.0,16.0,40.0,84.0,76.0,8.0,0.0,0.0,1.988,5.146,6.148,7.642,0.874,0.0,0.0,4.84,24.046,34.738,76.098,9.68,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,2079.0,3388.0,3234.0,154.0,0.0,0.0,1.0,4.0,7.0,15.0,2.0,0.0,0.0,16.0,44.0,88.0,76.0,8.0,0.0,0.0,1.988,4.033,7.106,8.686,0.874,0.0,0.0,4.84,25.674,41.228,76.934,9.68,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,3465.0,2849.0,2310.0,385.0,0.0,0.0,1.0,4.0,6.0,14.0,5.0,0.0,0.0,16.0,40.0,80.0,84.0,20.0,0.0,0.0,1.988,4.977,6.148,7.868,2.186,0.0,0.0,4.84,24.068,34.738,71.148,24.2,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,2541.0,3080.0,3388.0,1617.0,77.0,0.0,1.0,4.0,6.0,9.0,16.0,1.0,0.0,16.0,40.0,60.0,112.0,72.0,4.0,0.0,1.988,4.597,6.063,8.079,7.586,0.437,0.0,4.84,21.648,37.972,48.95,78.21,4.84,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_chloride_1_smi1_1_s_1,5929.0,3388.0,2002.0,3003.0,770.0,0.0,0.0,1.0,5.0,4.0,8.0,10.0,0.0,0.0,25.0,55.0,60.0,110.0,50.0,0.0,0.0,1.988,5.428,4.061,7.022,4.371,0.0,0.0,4.84,32.428,24.596,44.418,48.4,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,5929.0,4158.0,3003.0,2002.0,154.0,0.0,0.0,1.0,4.0,7.0,14.0,2.0,0.0,0.0,16.0,44.0,84.0,72.0,8.0,0.0,0.0,1.988,4.639,6.514,7.205,0.874,0.0,0.0,4.84,24.662,40.458,71.258,9.68,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,2541.0,2926.0,2926.0,693.0,77.0,0.0,1.0,5.0,7.0,10.0,4.0,1.0,0.0,25.0,70.0,85.0,85.0,30.0,5.0,0.0,1.988,5.062,6.585,7.205,2.341,0.437,0.0,4.84,31.284,39.578,55.286,20.13,4.84,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_chloride_1_smi1_1_s_1,5929.0,3773.0,2618.0,2310.0,154.0,0.0,0.0,1.0,6.0,7.0,8.0,2.0,0.0,0.0,36.0,102.0,90.0,84.0,12.0,0.0,0.0,1.988,6.528,5.922,5.809,0.874,0.0,0.0,4.84,37.158,39.688,43.956,9.68,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1,5929.0,3773.0,2541.0,2310.0,231.0,0.0,0.0,1.0,7.0,6.0,8.0,3.0,0.0,0.0,49.0,133.0,98.0,105.0,21.0,0.0,0.0,1.988,6.923,5.485,5.809,1.311,0.0,0.0,4.84,46.42,34.848,43.956,14.52,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,5929.0,3388.0,3465.0,3465.0,3234.0,1848.0,231.0,1.0,4.0,8.0,15.0,12.0,9.0,3.0,16.0,48.0,92.0,108.0,96.0,60.0,12.0,1.988,4.977,7.544,10.11,8.798,5.71,1.311,4.84,22.814,46.068,77.22,62.7,45.87,14.52
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_bromide_1_smi1_1_s_1,5929.0,4158.0,2541.0,3234.0,770.0,0.0,0.0,1.0,4.0,5.0,10.0,10.0,0.0,0.0,16.0,36.0,60.0,96.0,40.0,0.0,0.0,1.988,4.752,5.062,7.826,4.371,0.0,0.0,4.84,24.42,31.284,54.978,48.4,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,3850.0,3003.0,2618.0,770.0,0.0,0.0,1.0,6.0,6.0,14.0,10.0,0.0,0.0,36.0,96.0,120.0,156.0,60.0,0.0,0.0,1.988,6.43,6.091,8.488,4.371,0.0,0.0,4.84,37.862,36.894,70.84,48.4,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,5929.0,4004.0,2926.0,3927.0,3850.0,1925.0,231.0,1.0,4.0,7.0,11.0,15.0,10.0,3.0,16.0,44.0,72.0,108.0,116.0,64.0,12.0,1.988,5.527,6.585,9.546,10.702,6.148,1.311,4.84,20.922,39.578,59.4,77.99,50.71,14.52
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-hicn_1_bromide_1_smi1_1_s_1,5929.0,6853.0,3311.0,3542.0,3234.0,1848.0,231.0,1.0,4.0,7.0,16.0,12.0,9.0,3.0,16.0,44.0,92.0,112.0,96.0,60.0,12.0,1.988,5.908,7.177,10.547,8.798,5.71,1.311,4.84,21.736,40.348,82.06,62.7,45.87,14.52
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929.0,4081.0,3311.0,1463.0,0.0,0.0,0.0,1.0,4.0,7.0,19.0,0.0,0.0,0.0,16.0,44.0,104.0,76.0,0.0,0.0,0.0,1.988,5.485,7.177,8.305,0.0,0.0,0.0,4.84,22.198,40.348,91.96,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,5929.0,2541.0,3003.0,2849.0,693.0,77.0,0.0,1.0,5.0,7.0,9.0,4.0,1.0,0.0,25.0,70.0,80.0,80.0,30.0,5.0,0.0,1.988,5.062,6.514,6.768,2.341,0.437,0.0,4.84,31.284,40.458,50.446,20.13,4.84,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,5929.0,4774.0,3465.0,2541.0,693.0,0.0,0.0,1.0,4.0,8.0,18.0,9.0,0.0,0.0,16.0,48.0,104.0,108.0,36.0,0.0,0.0,1.988,5.146,7.544,9.644,3.934,0.0,0.0,4.84,22.792,46.068,89.43,43.56,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_dft-cch_1_smi1_1_s_1,5929.0,3234.0,3850.0,5621.0,6468.0,3696.0,462.0,1.0,4.0,8.0,13.0,24.0,18.0,6.0,16.0,48.0,84.0,148.0,192.0,120.0,24.0,1.988,5.076,8.136,12.789,17.597,11.421,2.623,4.84,20.856,46.838,72.16,125.4,91.74,29.04
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929.0,3465.0,2387.0,2233.0,1232.0,154.0,0.0,1.0,4.0,5.0,9.0,6.0,2.0,0.0,16.0,36.0,56.0,68.0,40.0,8.0,0.0,1.988,4.977,5.118,6.303,3.807,0.874,0.0,4.84,24.068,29.128,46.64,30.58,9.68,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,4851.0,2849.0,2233.0,924.0,0.0,0.0,1.0,4.0,6.0,14.0,6.0,0.0,0.0,16.0,40.0,80.0,84.0,28.0,0.0,0.0,1.988,5.146,6.148,7.896,3.187,0.0,0.0,4.84,24.046,34.738,70.07,30.888,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,2849.0,3465.0,1309.0,77.0,0.0,1.0,4.0,6.0,10.0,6.0,1.0,0.0,16.0,40.0,64.0,72.0,36.0,4.0,0.0,1.988,4.54,6.148,7.783,3.779,0.437,0.0,4.84,23.804,34.738,52.316,31.658,4.84,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,2695.0,2849.0,2849.0,1232.0,154.0,0.0,1.0,4.0,6.0,10.0,6.0,2.0,0.0,16.0,40.0,64.0,72.0,40.0,8.0,0.0,1.988,4.54,6.148,7.233,3.807,0.874,0.0,4.84,23.804,34.738,54.208,30.58,9.68,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,4697.0,3773.0,3080.0,231.0,0.0,0.0,1.0,4.0,8.0,20.0,3.0,0.0,0.0,16.0,48.0,112.0,92.0,12.0,0.0,0.0,1.988,5.217,8.206,10.378,1.311,0.0,0.0,4.84,21.912,45.958,98.406,14.52,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_fluoride_1_smi1_1_s_1,5929.0,5467.0,2772.0,2541.0,693.0,0.0,0.0,1.0,5.0,6.0,18.0,9.0,0.0,0.0,25.0,65.0,120.0,135.0,45.0,0.0,0.0,1.988,5.95,6.176,9.644,3.934,0.0,0.0,4.84,31.548,33.66,89.43,43.56,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,5929.0,3311.0,3157.0,4620.0,3850.0,1848.0,231.0,1.0,4.0,7.0,10.0,20.0,9.0,3.0,16.0,44.0,68.0,128.0,128.0,60.0,12.0,1.988,5.048,6.458,10.293,12.295,5.71,1.311,4.84,21.714,42.614,56.1,101.42,45.87,14.52
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929.0,2541.0,2926.0,3311.0,539.0,0.0,0.0,1.0,5.0,7.0,10.0,7.0,0.0,0.0,25.0,70.0,85.0,105.0,35.0,0.0,0.0,1.988,5.062,6.585,7.797,3.06,0.0,0.0,4.84,31.284,39.578,56.056,33.88,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,5929.0,5313.0,2926.0,2002.0,154.0,0.0,0.0,1.0,6.0,6.0,14.0,2.0,0.0,0.0,36.0,96.0,120.0,108.0,12.0,0.0,0.0,1.988,6.571,6.077,7.205,0.874,0.0,0.0,4.84,38.918,35.618,71.258,9.68,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,5929.0,2079.0,2618.0,3388.0,1540.0,0.0,0.0,1.0,4.0,6.0,9.0,14.0,0.0,0.0,16.0,40.0,60.0,104.0,60.0,0.0,0.0,1.988,3.99,5.499,8.079,6.683,0.0,0.0,4.84,25.476,36.124,48.95,69.608,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_fluoride_1_smi1_1_s_1,5929.0,3388.0,2464.0,4620.0,3850.0,1848.0,231.0,1.0,5.0,5.0,10.0,20.0,9.0,3.0,25.0,60.0,75.0,160.0,160.0,75.0,15.0,1.988,5.302,5.09,10.293,12.295,5.71,1.311,4.84,32.362,30.206,56.1,101.42,45.87,14.52
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,5929.0,4235.0,2849.0,2464.0,385.0,0.0,0.0,1.0,4.0,6.0,15.0,5.0,0.0,0.0,16.0,40.0,84.0,88.0,20.0,0.0,0.0,1.988,4.512,6.148,8.234,2.186,0.0,0.0,4.84,25.85,34.738,76.868,24.2,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,5929.0,2079.0,3080.0,3003.0,847.0,0.0,0.0,1.0,4.0,7.0,14.0,11.0,0.0,0.0,16.0,44.0,84.0,108.0,44.0,0.0,0.0,1.988,3.99,6.528,9.08,4.808,0.0,0.0,4.84,25.476,41.734,71.61,53.24,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929.0,4081.0,3311.0,5621.0,6468.0,3696.0,462.0,1.0,4.0,7.0,13.0,24.0,18.0,6.0,16.0,44.0,80.0,148.0,192.0,120.0,24.0,1.988,5.485,7.177,12.789,17.597,11.421,2.623,4.84,22.198,40.348,72.16,125.4,91.74,29.04
ir_tbp_1_dft-iz_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,5929.0,2618.0,2926.0,2310.0,770.0,77.0,0.0,1.0,4.0,6.0,9.0,5.0,1.0,0.0,16.0,40.0,60.0,68.0,28.0,4.0,0.0,1.988,4.568,6.077,6.274,2.778,0.437,0.0,4.84,22.726,35.618,47.718,24.97,4.84,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-icn_1_smi1_1_s_1,5929.0,2002.0,3080.0,3542.0,1309.0,0.0,0.0,1.0,4.0,6.0,9.0,11.0,0.0,0.0,16.0,40.0,60.0,92.0,48.0,0.0,0.0,1.988,4.061,6.021,7.981,5.372,0.0,0.0,4.84,24.596,37.774,50.908,55.088,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,5929.0,2002.0,2926.0,2233.0,1309.0,77.0,0.0,1.0,4.0,6.0,9.0,6.0,1.0,0.0,16.0,40.0,60.0,68.0,36.0,4.0,0.0,1.988,4.061,6.119,6.303,3.779,0.437,0.0,4.84,24.596,35.816,46.64,31.658,4.84,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,5929.0,4851.0,2849.0,1848.0,616.0,77.0,0.0,1.0,4.0,6.0,14.0,3.0,1.0,0.0,16.0,40.0,80.0,72.0,20.0,4.0,0.0,1.988,5.231,6.148,7.304,1.904,0.437,0.0,4.84,23.628,34.738,69.3,15.29,4.84,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_chloride_1_smi1_1_s_1,5929.0,3465.0,2310.0,1848.0,154.0,0.0,0.0,1.0,5.0,5.0,13.0,2.0,0.0,0.0,25.0,60.0,90.0,85.0,10.0,0.0,0.0,1.988,5.4,5.146,6.838,0.874,0.0,0.0,4.84,33.506,28.05,65.538,9.68,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,5929.0,2695.0,2926.0,2541.0,539.0,0.0,0.0,1.0,5.0,6.0,12.0,7.0,0.0,0.0,25.0,65.0,95.0,110.0,35.0,0.0,0.0,1.988,4.864,6.119,7.586,3.06,0.0,0.0,4.84,33.352,35.816,62.238,33.88,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_fluoride_1_smi1_1_s_1,5929.0,3465.0,2310.0,3157.0,847.0,0.0,0.0,1.0,5.0,5.0,14.0,11.0,0.0,0.0,25.0,60.0,95.0,135.0,55.0,0.0,0.0,1.988,5.273,5.146,8.982,4.808,0.0,0.0,4.84,33.44,28.05,73.568,53.24,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,5929.0,3465.0,2772.0,1386.0,0.0,0.0,0.0,1.0,5.0,6.0,18.0,0.0,0.0,0.0,25.0,65.0,120.0,90.0,0.0,0.0,0.0,1.988,5.273,6.176,7.868,0.0,0.0,0.0,4.84,33.44,33.66,87.12,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,3388.0,3003.0,5082.0,4081.0,1848.0,231.0,1.0,4.0,6.0,11.0,23.0,9.0,3.0,16.0,40.0,68.0,144.0,140.0,60.0,12.0,1.988,5.006,6.091,11.322,13.606,5.71,1.311,4.84,22.99,36.894,61.71,115.94,45.87,14.52
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-iacn_1_bromide_1_smi1_1_s_1,5929.0,5467.0,3311.0,6006.0,6699.0,3696.0,462.0,1.0,4.0,7.0,13.0,27.0,18.0,6.0,16.0,44.0,80.0,160.0,204.0,120.0,24.0,1.988,5.739,7.177,13.381,18.908,11.421,2.623,4.84,21.758,40.348,72.93,139.92,91.74,29.04
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,5929.0,2618.0,3157.0,1771.0,385.0,0.0,0.0,1.0,5.0,8.0,13.0,5.0,0.0,0.0,25.0,75.0,110.0,95.0,25.0,0.0,0.0,1.988,4.991,6.923,6.867,2.186,0.0,0.0,4.84,32.164,46.376,64.46,24.2,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_bromide_1_smi1_1_s_1,5929.0,6853.0,2926.0,1771.0,616.0,77.0,0.0,1.0,4.0,6.0,13.0,3.0,1.0,0.0,16.0,40.0,76.0,68.0,20.0,4.0,0.0,1.988,5.908,6.077,6.867,1.904,0.437,0.0,4.84,21.736,35.618,64.46,15.29,4.84,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,5929.0,4235.0,3311.0,1848.0,231.0,0.0,0.0,1.0,4.0,7.0,19.0,3.0,0.0,0.0,16.0,44.0,104.0,88.0,12.0,0.0,0.0,1.988,4.512,7.177,8.897,1.311,0.0,0.0,4.84,25.85,40.348,92.73,14.52,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,4697.0,3773.0,2695.0,0.0,0.0,0.0,1.0,4.0,8.0,20.0,0.0,0.0,0.0,16.0,48.0,112.0,80.0,0.0,0.0,0.0,1.988,5.217,8.206,9.785,0.0,0.0,0.0,4.84,21.912,45.958,97.636,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929.0,3388.0,3003.0,2618.0,770.0,0.0,0.0,1.0,4.0,6.0,14.0,10.0,0.0,0.0,16.0,40.0,80.0,104.0,40.0,0.0,0.0,1.988,5.006,6.091,8.488,4.371,0.0,0.0,4.84,22.99,36.894,70.84,48.4,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1,5929.0,4697.0,2464.0,2310.0,693.0,77.0,0.0,1.0,5.0,6.0,9.0,4.0,1.0,0.0,25.0,65.0,75.0,80.0,30.0,5.0,0.0,1.988,5.753,5.555,6.274,2.341,0.437,0.0,4.84,31.108,33.968,47.718,20.13,4.84,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,3311.0,3850.0,6776.0,6468.0,3696.0,462.0,1.0,4.0,8.0,13.0,24.0,18.0,6.0,16.0,48.0,84.0,148.0,192.0,120.0,24.0,1.988,5.048,8.136,13.832,17.597,11.421,2.623,4.84,21.934,46.838,72.996,125.4,91.74,29.04
ir_tbp_1_dft-pet3_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,3311.0,4235.0,1309.0,77.0,0.0,1.0,4.0,7.0,15.0,12.0,1.0,0.0,16.0,44.0,88.0,112.0,56.0,4.0,0.0,1.988,4.54,7.177,10.561,5.837,0.437,0.0,4.84,23.804,40.348,77.286,58.85,4.84,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,5929.0,1925.0,3080.0,3003.0,1309.0,0.0,0.0,1.0,4.0,6.0,9.0,11.0,0.0,0.0,16.0,40.0,60.0,92.0,48.0,0.0,0.0,1.988,4.089,6.063,7.487,5.372,0.0,0.0,4.84,23.518,37.972,48.18,55.088,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929.0,3234.0,3465.0,1771.0,616.0,77.0,0.0,1.0,4.0,7.0,13.0,3.0,1.0,0.0,16.0,44.0,80.0,68.0,20.0,4.0,0.0,1.988,5.076,7.078,6.867,1.904,0.437,0.0,4.84,20.856,42.306,64.46,15.29,4.84,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,3003.0,3465.0,2002.0,77.0,0.0,0.0,1.0,6.0,9.0,14.0,1.0,0.0,0.0,36.0,114.0,144.0,96.0,6.0,0.0,0.0,1.988,6.091,8.051,7.205,0.437,0.0,0.0,4.84,36.894,50.028,71.258,4.84,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,5929.0,4851.0,3311.0,3542.0,3234.0,1848.0,231.0,1.0,4.0,7.0,16.0,12.0,9.0,3.0,16.0,44.0,92.0,112.0,96.0,60.0,12.0,1.988,5.02,7.177,10.547,8.798,5.71,1.311,4.84,23.98,40.348,82.06,62.7,45.87,14.52
ir_tbp_1_dft-pph3_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929.0,3465.0,2849.0,3927.0,3850.0,1925.0,231.0,1.0,4.0,6.0,11.0,15.0,10.0,3.0,16.0,40.0,68.0,108.0,116.0,64.0,12.0,1.988,4.977,6.148,9.546,10.702,6.148,1.311,4.84,24.068,34.738,59.4,77.99,50.71,14.52
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929.0,3080.0,4235.0,2541.0,231.0,0.0,0.0,1.0,6.0,9.0,21.0,3.0,0.0,0.0,36.0,114.0,192.0,144.0,18.0,0.0,0.0,1.988,6.063,9.235,10.265,1.311,0.0,0.0,4.84,37.972,51.568,105.138,14.52,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,3311.0,3773.0,3234.0,693.0,0.0,0.0,1.0,4.0,8.0,20.0,9.0,0.0,0.0,16.0,48.0,112.0,116.0,36.0,0.0,0.0,1.988,5.048,8.206,11.012,3.934,0.0,0.0,4.84,21.934,45.958,101.838,43.56,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,3927.0,2849.0,3080.0,847.0,0.0,0.0,1.0,6.0,6.0,14.0,11.0,0.0,0.0,36.0,96.0,120.0,162.0,66.0,0.0,0.0,1.988,6.401,6.148,9.052,4.808,0.0,0.0,4.84,38.94,34.738,72.688,53.24,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,3465.0,2849.0,3619.0,1078.0,0.0,0.0,1.0,4.0,6.0,15.0,14.0,0.0,0.0,16.0,40.0,84.0,124.0,56.0,0.0,0.0,1.988,4.977,6.148,10.011,6.119,0.0,0.0,4.84,24.068,34.738,79.178,67.76,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,5929.0,3311.0,2926.0,1848.0,154.0,0.0,0.0,1.0,6.0,6.0,13.0,2.0,0.0,0.0,36.0,96.0,114.0,102.0,12.0,0.0,0.0,1.988,5.894,6.077,6.838,0.874,0.0,0.0,4.84,40.81,35.618,65.538,9.68,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,5929.0,2156.0,3388.0,1463.0,0.0,0.0,0.0,1.0,4.0,8.0,19.0,0.0,0.0,0.0,16.0,48.0,108.0,76.0,0.0,0.0,0.0,1.988,3.962,7.614,8.305,0.0,0.0,0.0,4.84,26.554,45.188,91.96,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,5929.0,2849.0,3311.0,3003.0,924.0,0.0,0.0,1.0,4.0,7.0,19.0,12.0,0.0,0.0,16.0,44.0,104.0,124.0,48.0,0.0,0.0,1.988,4.343,7.177,10.674,5.245,0.0,0.0,4.84,25.872,40.348,95.04,58.08,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-co_1_bromide_1_smi1_1_s_1,5929.0,6083.0,2772.0,3465.0,3234.0,1848.0,231.0,1.0,5.0,6.0,15.0,12.0,9.0,3.0,25.0,65.0,105.0,135.0,120.0,75.0,15.0,1.988,6.669,6.176,10.11,8.798,5.71,1.311,4.84,29.326,33.66,77.22,62.7,45.87,14.52
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929.0,2002.0,3465.0,3619.0,847.0,0.0,0.0,1.0,4.0,7.0,15.0,11.0,0.0,0.0,16.0,44.0,88.0,112.0,44.0,0.0,0.0,1.988,4.061,7.12,10.011,4.808,0.0,0.0,4.84,24.596,42.504,79.178,53.24,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,5929.0,3927.0,2387.0,2849.0,1001.0,77.0,0.0,1.0,6.0,5.0,10.0,8.0,1.0,0.0,36.0,90.0,90.0,126.0,60.0,6.0,0.0,1.988,6.401,5.118,7.233,4.089,0.437,0.0,4.84,38.94,29.128,54.208,39.49,4.84,0.0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,5929.0,4004.0,2926.0,3388.0,1540.0,77.0,0.0,1.0,4.0,7.0,14.0,15.0,1.0,0.0,16.0,44.0,84.0,120.0,68.0,4.0,0.0,1.988,5.527,6.585,9.673,7.149,0.437,0.0,4.84,20.922,39.578,72.38,73.37,4.84,0.0
